,decoded,encoded
8130,91,43255
8131,46,11530
8132,97,49015
8133,87,39615
8134,54,15690
8135,78,32010
8136,53,15135
8137,38,8010
8138,74,28890
8139,14,1290
8140,18,2010
8141,25,3655
8142,77,31215
8143,33,6135
8144,99,51015
8145,9,615
8146,24,3390
8147,78,32010
8148,44,10590
8149,58,18010
8150,80,33630
8151,1,55
8152,60,19230
8153,7,415
8154,26,3930
8155,74,28890
8156,18,2010
8157,91,43255
8158,79,32815
8159,12,990
8160,55,16255
8161,78,32010
8162,92,44190
8163,73,28135
8164,58,18010
8165,69,25215
8166,37,7615
8167,66,23130
8168,35,6855
8169,77,31215
8170,31,5455
8171,30,5130
8172,87,39615
8173,35,6855
8174,76,30430
8175,65,22455
8176,7,415
8177,39,8415
8178,50,13530
8179,92,44190
8180,67,23815
8181,33,6135
8182,88,40510
8183,100,52030
8184,8,510
8185,4,190
8186,10,730
8187,38,8010
8188,74,28890
8189,77,31215
8190,32,5790
8191,36,7230
8192,61,19855
8193,15,1455
8194,96,48030
8195,68,24510
8196,24,3390
8197,93,45135
8198,86,38730
8199,0,30
8200,65,22455
8201,54,15690
8202,70,25930
8203,81,34455
8204,37,7615
8205,78,32010
8206,43,10135
8207,44,10590
8208,73,28135
8209,89,41415
8210,63,21135
8211,65,22455
8212,94,46090
8213,60,19230
8214,38,8010
8215,3,135
8216,99,51015
8217,16,1630
8218,76,30430
8219,25,3655
8220,94,46090
8221,1,55
8222,23,3135
8223,1,55
8224,18,2010
8225,90,42330
8226,3,135
8227,99,51015
8228,96,48030
8229,83,36135
8230,98,50010
8231,40,8830
8232,87,39615
8233,77,31215
8234,96,48030
8235,36,7230
8236,93,45135
8237,24,3390
8238,58,18010
8239,46,11530
8240,15,1455
8241,72,27390
8242,26,3930
8243,81,34455
8244,78,32010
8245,20,2430
8246,41,9255
8247,74,28890
8248,30,5130
8249,77,31215
8250,26,3930
8251,77,31215
8252,62,20490
8253,56,16830
8254,45,11055
8255,26,3930
8256,2,90
8257,44,10590
8258,9,615
8259,17,1815
8260,69,25215
8261,58,18010
8262,30,5130
8263,72,27390
8264,8,510
8265,43,10135
8266,33,6135
8267,61,19855
8268,84,36990
8269,86,38730
8270,52,14590
8271,42,9690
8272,21,2655
8273,93,45135
8274,29,4815
8275,46,11530
8276,33,6135
8277,52,14590
8278,36,7230
8279,21,2655
8280,88,40510
8281,31,5455
8282,0,30
8283,77,31215
8284,9,615
8285,58,18010
8286,22,2890
8287,18,2010
8288,29,4815
8289,84,36990
8290,25,3655
8291,60,19230
8292,16,1630
8293,92,44190
8294,88,40510
8295,18,2010
8296,78,32010
8297,56,16830
8298,90,42330
8299,40,8830
8300,64,21790
8301,36,7230
8302,79,32815
8303,61,19855
8304,59,18615
8305,40,8830
8306,40,8830
8307,72,27390
8308,71,26655
8309,54,15690
8310,28,4510
8311,23,3135
8312,0,30
8313,78,32010
8314,55,16255
8315,4,190
8316,24,3390
8317,45,11055
8318,45,11055
8319,38,8010
8320,95,47055
8321,80,33630
8322,41,9255
8323,8,510
8324,83,36135
8325,60,19230
8326,61,19855
8327,80,33630
8328,4,190
8329,70,25930
8330,64,21790
8331,10,730
8332,26,3930
8333,68,24510
8334,82,35290
8335,11,855
8336,55,16255
8337,32,5790
8338,64,21790
8339,65,22455
8340,50,13530
8341,76,30430
8342,30,5130
8343,20,2430
8344,67,23815
8345,68,24510
8346,62,20490
8347,69,25215
8348,17,1815
8349,45,11055
8350,99,51015
8351,37,7615
8352,52,14590
8353,35,6855
8354,1,55
8355,95,47055
8356,12,990
8357,13,1135
8358,74,28890
8359,24,3390
8360,77,31215
8361,9,615
8362,1,55
8363,94,46090
8364,2,90
8365,97,49015
8366,4,190
8367,88,40510
8368,88,40510
8369,89,41415
8370,54,15690
8371,77,31215
8372,25,3655
8373,37,7615
8374,46,11530
8375,71,26655
8376,66,23130
8377,42,9690
8378,79,32815
8379,51,14055
8380,71,26655
8381,99,51015
8382,63,21135
8383,56,16830
8384,100,52030
8385,24,3390
8386,47,12015
8387,4,190
8388,62,20490
8389,64,21790
8390,7,415
8391,14,1290
8392,70,25930
8393,92,44190
8394,18,2010
8395,12,990
8396,51,14055
8397,29,4815
8398,0,30
8399,22,2890
8400,60,19230
8401,52,14590
8402,58,18010
8403,45,11055
8404,61,19855
8405,40,8830
8406,90,42330
8407,0,30
8408,7,415
8409,11,855
8410,82,35290
8411,98,50010
8412,20,2430
8413,100,52030
8414,14,1290
8415,88,40510
8416,43,10135
8417,13,1135
8418,97,49015
8419,1,55
8420,79,32815
8421,41,9255
8422,68,24510
8423,92,44190
8424,76,30430
8425,21,2655
8426,18,2010
8427,59,18615
8428,84,36990
8429,36,7230
8430,68,24510
8431,9,615
8432,7,415
8433,79,32815
8434,24,3390
8435,32,5790
8436,69,25215
8437,94,46090
8438,58,18010
8439,5,255
8440,46,11530
8441,27,4215
8442,9,615
8443,33,6135
8444,62,20490
8445,20,2430
8446,50,13530
8447,38,8010
8448,92,44190
8449,5,255
8450,78,32010
8451,2,90
8452,66,23130
8453,41,9255
8454,27,4215
8455,36,7230
8456,83,36135
8457,61,19855
8458,2,90
8459,1,55
8460,52,14590
8461,52,14590
8462,19,2215
8463,77,31215
8464,21,2655
8465,100,52030
8466,25,3655
8467,52,14590
8468,56,16830
8469,89,41415
8470,43,10135
8471,69,25215
8472,35,6855
8473,30,5130
8474,16,1630
8475,37,7615
8476,87,39615
8477,9,615
8478,51,14055
8479,59,18615
8480,39,8415
8481,90,42330
8482,26,3930
8483,33,6135
8484,71,26655
8485,66,23130
8486,51,14055
8487,24,3390
8488,25,3655
8489,88,40510
8490,62,20490
8491,59,18615
8492,21,2655
8493,34,6490
8494,60,19230
8495,49,13015
8496,5,255
8497,63,21135
8498,73,28135
8499,9,615
8500,54,15690
8501,25,3655
8502,78,32010
8503,59,18615
8504,23,3135
8505,59,18615
8506,70,25930
8507,8,510
8508,29,4815
8509,45,11055
8510,93,45135
8511,39,8415
8512,52,14590
8513,0,30
8514,75,29655
8515,59,18615
8516,17,1815
8517,48,12510
8518,87,39615
8519,65,22455
8520,7,415
8521,92,44190
8522,85,37855
8523,69,25215
8524,38,8010
8525,51,14055
8526,13,1135
8527,32,5790
8528,95,47055
8529,58,18010
8530,81,34455
8531,70,25930
8532,70,25930
8533,83,36135
8534,44,10590
8535,0,30
8536,42,9690
8537,80,33630
8538,72,27390
8539,68,24510
8540,68,24510
8541,46,11530
8542,42,9690
8543,25,3655
8544,56,16830
8545,37,7615
8546,63,21135
8547,73,28135
8548,87,39615
8549,55,16255
8550,34,6490
8551,1,55
8552,3,135
8553,49,13015
8554,53,15135
8555,43,10135
8556,77,31215
8557,25,3655
8558,48,12510
8559,50,13530
8560,47,12015
8561,87,39615
8562,99,51015
8563,30,5130
8564,66,23130
8565,74,28890
8566,48,12510
8567,1,55
8568,75,29655
8569,76,30430
8570,19,2215
8571,3,135
8572,52,14590
8573,55,16255
8574,54,15690
8575,15,1455
8576,43,10135
8577,58,18010
8578,86,38730
8579,20,2430
8580,94,46090
8581,41,9255
8582,3,135
8583,18,2010
8584,34,6490
8585,12,990
8586,63,21135
8587,53,15135
8588,92,44190
8589,37,7615
8590,59,18615
8591,35,6855
8592,14,1290
8593,77,31215
8594,17,1815
8595,99,51015
8596,25,3655
8597,16,1630
8598,66,23130
8599,51,14055
8600,52,14590
8601,6,330
8602,2,90
8603,44,10590
8604,40,8830
8605,73,28135
8606,32,5790
8607,16,1630
8608,22,2890
8609,9,615
8610,70,25930
8611,31,5455
8612,14,1290
8613,20,2430
8614,22,2890
8615,18,2010
8616,20,2430
8617,4,190
8618,69,25215
8619,55,16255
8620,97,49015
8621,78,32010
8622,42,9690
8623,38,8010
8624,21,2655
8625,74,28890
8626,42,9690
8627,2,90
8628,77,31215
8629,63,21135
8630,92,44190
8631,19,2215
8632,0,30
8633,24,3390
8634,89,41415
8635,72,27390
8636,98,50010
8637,79,32815
8638,78,32010
8639,83,36135
8640,62,20490
8641,54,15690
8642,87,39615
8643,65,22455
8644,23,3135
8645,73,28135
8646,74,28890
8647,9,615
8648,23,3135
8649,6,330
8650,16,1630
8651,45,11055
8652,64,21790
8653,64,21790
8654,81,34455
8655,51,14055
8656,97,49015
8657,66,23130
8658,44,10590
8659,8,510
8660,59,18615
8661,83,36135
8662,55,16255
8663,48,12510
8664,87,39615
8665,20,2430
8666,43,10135
8667,85,37855
8668,5,255
8669,18,2010
8670,39,8415
8671,16,1630
8672,24,3390
8673,73,28135
8674,8,510
8675,94,46090
8676,7,415
8677,58,18010
8678,36,7230
8679,65,22455
8680,45,11055
8681,3,135
8682,85,37855
8683,59,18615
8684,67,23815
8685,71,26655
8686,61,19855
8687,64,21790
8688,7,415
8689,30,5130
8690,62,20490
8691,77,31215
8692,97,49015
8693,41,9255
8694,13,1135
8695,15,1455
8696,97,49015
8697,94,46090
8698,46,11530
8699,7,415
8700,10,730
8701,32,5790
8702,2,90
8703,62,20490
8704,15,1455
8705,10,730
8706,71,26655
8707,41,9255
8708,29,4815
8709,82,35290
8710,53,15135
8711,32,5790
8712,21,2655
8713,65,22455
8714,42,9690
8715,72,27390
8716,29,4815
8717,47,12015
8718,87,39615
8719,12,990
8720,70,25930
8721,55,16255
8722,52,14590
8723,87,39615
8724,96,48030
8725,85,37855
8726,46,11530
8727,81,34455
8728,91,43255
8729,96,48030
8730,64,21790
8731,5,255
8732,39,8415
8733,57,17415
8734,53,15135
8735,33,6135
8736,72,27390
8737,54,15690
8738,95,47055
8739,19,2215
8740,49,13015
8741,35,6855
8742,23,3135
8743,52,14590
8744,94,46090
8745,35,6855
8746,44,10590
8747,25,3655
8748,51,14055
8749,15,1455
8750,67,23815
8751,90,42330
8752,13,1135
8753,60,19230
8754,82,35290
8755,82,35290
8756,84,36990
8757,80,33630
8758,78,32010
8759,90,42330
8760,97,49015
8761,44,10590
8762,25,3655
8763,65,22455
8764,66,23130
8765,84,36990
8766,61,19855
8767,60,19230
8768,21,2655
8769,78,32010
8770,16,1630
8771,40,8830
8772,64,21790
8773,74,28890
8774,66,23130
8775,38,8010
8776,7,415
8777,93,45135
8778,36,7230
8779,66,23130
8780,94,46090
8781,24,3390
8782,62,20490
8783,63,21135
8784,84,36990
8785,60,19230
8786,100,52030
8787,49,13015
8788,1,55
8789,1,55
8790,36,7230
8791,27,4215
8792,68,24510
8793,50,13530
8794,78,32010
8795,60,19230
8796,46,11530
8797,75,29655
8798,6,330
8799,78,32010
8800,22,2890
8801,48,12510
8802,42,9690
8803,21,2655
8804,96,48030
8805,71,26655
8806,22,2890
8807,32,5790
8808,94,46090
8809,27,4215
8810,96,48030
8811,87,39615
8812,21,2655
8813,49,13015
8814,5,255
8815,47,12015
8816,83,36135
8817,50,13530
8818,22,2890
8819,61,19855
8820,44,10590
8821,1,55
8822,12,990
8823,46,11530
8824,81,34455
8825,62,20490
8826,3,135
8827,98,50010
8828,89,41415
8829,50,13530
8830,48,12510
8831,97,49015
8832,33,6135
8833,10,730
8834,55,16255
8835,50,13530
8836,70,25930
8837,10,730
8838,2,90
8839,22,2890
8840,97,49015
8841,41,9255
8842,9,615
8843,13,1135
8844,44,10590
8845,87,39615
8846,64,21790
8847,80,33630
8848,14,1290
8849,86,38730
8850,50,13530
8851,90,42330
8852,71,26655
8853,72,27390
8854,58,18010
8855,34,6490
8856,30,5130
8857,23,3135
8858,36,7230
8859,21,2655
8860,2,90
8861,2,90
8862,71,26655
8863,24,3390
8864,97,49015
8865,20,2430
8866,77,31215
8867,47,12015
8868,69,25215
8869,51,14055
8870,95,47055
8871,86,38730
8872,76,30430
8873,96,48030
8874,12,990
8875,13,1135
8876,64,21790
8877,25,3655
8878,74,28890
8879,91,43255
8880,60,19230
8881,98,50010
8882,32,5790
8883,96,48030
8884,67,23815
8885,61,19855
8886,8,510
8887,54,15690
8888,87,39615
8889,8,510
8890,3,135
8891,43,10135
8892,92,44190
8893,46,11530
8894,13,1135
8895,83,36135
8896,0,30
8897,33,6135
8898,97,49015
8899,32,5790
8900,51,14055
8901,33,6135
8902,100,52030
8903,15,1455
8904,10,730
8905,30,5130
8906,44,10590
8907,76,30430
8908,89,41415
8909,98,50010
8910,30,5130
8911,7,415
8912,82,35290
8913,74,28890
8914,1,55
8915,75,29655
8916,29,4815
8917,97,49015
8918,0,30
8919,34,6490
8920,50,13530
8921,51,14055
8922,46,11530
8923,11,855
8924,13,1135
8925,43,10135
8926,81,34455
8927,28,4510
8928,52,14590
8929,73,28135
8930,54,15690
8931,89,41415
8932,43,10135
8933,25,3655
8934,50,13530
8935,66,23130
8936,95,47055
8937,2,90
8938,34,6490
8939,76,30430
8940,10,730
8941,71,26655
8942,1,55
8943,30,5130
8944,15,1455
8945,14,1290
8946,10,730
8947,27,4215
8948,37,7615
8949,26,3930
8950,0,30
8951,23,3135
8952,25,3655
8953,14,1290
8954,93,45135
8955,14,1290
8956,67,23815
8957,42,9690
8958,60,19230
8959,31,5455
8960,20,2430
8961,57,17415
8962,62,20490
8963,15,1455
8964,77,31215
8965,99,51015
8966,14,1290
8967,7,415
8968,70,25930
8969,63,21135
8970,36,7230
8971,23,3135
8972,3,135
8973,66,23130
8974,59,18615
8975,1,55
8976,10,730
8977,33,6135
8978,82,35290
8979,74,28890
8980,29,4815
8981,12,990
8982,32,5790
8983,71,26655
8984,92,44190
8985,63,21135
8986,38,8010
8987,92,44190
8988,25,3655
8989,92,44190
8990,4,190
8991,89,41415
8992,28,4510
8993,36,7230
8994,76,30430
8995,62,20490
8996,38,8010
8997,100,52030
8998,24,3390
8999,50,13530
9000,72,27390
9001,84,36990
9002,6,330
9003,63,21135
9004,68,24510
9005,36,7230
9006,28,4510
9007,89,41415
9008,38,8010
9009,99,51015
9010,80,33630
9011,47,12015
9012,9,615
9013,83,36135
9014,1,55
9015,2,90
9016,47,12015
9017,85,37855
9018,25,3655
9019,89,41415
9020,68,24510
9021,64,21790
9022,26,3930
9023,87,39615
9024,3,135
9025,11,855
9026,40,8830
9027,34,6490
9028,100,52030
9029,45,11055
9030,55,16255
9031,81,34455
9032,55,16255
9033,43,10135
9034,24,3390
9035,93,45135
9036,73,28135
9037,0,30
9038,54,15690
9039,45,11055
9040,72,27390
9041,23,3135
9042,38,8010
9043,95,47055
9044,78,32010
9045,92,44190
9046,95,47055
9047,29,4815
9048,71,26655
9049,25,3655
9050,68,24510
9051,98,50010
9052,26,3930
9053,25,3655
9054,15,1455
9055,7,415
9056,87,39615
9057,0,30
9058,74,28890
9059,18,2010
9060,38,8010
9061,22,2890
9062,36,7230
9063,4,190
9064,21,2655
9065,48,12510
9066,13,1135
9067,35,6855
9068,50,13530
9069,48,12510
9070,68,24510
9071,51,14055
9072,15,1455
9073,82,35290
9074,15,1455
9075,74,28890
9076,98,50010
9077,95,47055
9078,27,4215
9079,67,23815
9080,10,730
9081,49,13015
9082,35,6855
9083,88,40510
9084,66,23130
9085,22,2890
9086,98,50010
9087,41,9255
9088,25,3655
9089,27,4215
9090,100,52030
9091,87,39615
9092,57,17415
9093,97,49015
9094,42,9690
9095,17,1815
9096,60,19230
9097,67,23815
9098,61,19855
9099,67,23815
9100,66,23130
9101,56,16830
9102,86,38730
9103,64,21790
9104,14,1290
9105,45,11055
9106,12,990
9107,23,3135
9108,81,34455
9109,87,39615
9110,79,32815
9111,42,9690
9112,34,6490
9113,29,4815
9114,69,25215
9115,16,1630
9116,66,23130
9117,56,16830
9118,22,2890
9119,23,3135
9120,85,37855
9121,21,2655
9122,6,330
9123,9,615
9124,79,32815
9125,79,32815
9126,99,51015
9127,48,12510
9128,14,1290
9129,45,11055
9130,68,24510
9131,96,48030
9132,100,52030
9133,3,135
9134,15,1455
9135,82,35290
9136,51,14055
9137,74,28890
9138,58,18010
9139,54,15690
9140,66,23130
9141,59,18615
9142,88,40510
9143,92,44190
9144,36,7230
9145,81,34455
9146,30,5130
9147,55,16255
9148,17,1815
9149,24,3390
9150,25,3655
9151,86,38730
9152,24,3390
9153,100,52030
9154,46,11530
9155,63,21135
9156,28,4510
9157,82,35290
9158,59,18615
9159,36,7230
9160,23,3135
9161,97,49015
9162,72,27390
9163,97,49015
9164,17,1815
9165,35,6855
9166,79,32815
9167,66,23130
9168,75,29655
9169,1,55
9170,16,1630
9171,46,11530
9172,29,4815
9173,89,41415
9174,78,32010
9175,56,16830
9176,42,9690
9177,51,14055
9178,65,22455
9179,100,52030
9180,90,42330
9181,3,135
9182,39,8415
9183,5,255
9184,62,20490
9185,92,44190
9186,53,15135
9187,28,4510
9188,42,9690
9189,72,27390
9190,52,14590
9191,39,8415
9192,77,31215
9193,75,29655
9194,60,19230
9195,82,35290
9196,51,14055
9197,92,44190
9198,61,19855
9199,96,48030
9200,19,2215
9201,44,10590
9202,50,13530
9203,86,38730
9204,45,11055
9205,76,30430
9206,23,3135
9207,59,18615
9208,85,37855
9209,14,1290
9210,93,45135
9211,81,34455
9212,92,44190
9213,48,12510
9214,61,19855
9215,97,49015
9216,1,55
9217,49,13015
9218,66,23130
9219,41,9255
9220,78,32010
9221,1,55
9222,84,36990
9223,47,12015
9224,16,1630
9225,39,8415
9226,71,26655
9227,38,8010
9228,64,21790
9229,36,7230
9230,17,1815
9231,55,16255
9232,73,28135
9233,100,52030
9234,42,9690
9235,95,47055
9236,14,1290
9237,84,36990
9238,62,20490
9239,72,27390
9240,76,30430
9241,90,42330
9242,19,2215
9243,61,19855
9244,4,190
9245,4,190
9246,4,190
9247,62,20490
9248,42,9690
9249,26,3930
9250,81,34455
9251,69,25215
9252,75,29655
9253,29,4815
9254,99,51015
9255,63,21135
9256,20,2430
9257,87,39615
9258,54,15690
9259,42,9690
9260,64,21790
9261,69,25215
9262,63,21135
9263,33,6135
9264,36,7230
9265,84,36990
9266,41,9255
9267,9,615
9268,76,30430
9269,63,21135
9270,52,14590
9271,74,28890
9272,75,29655
9273,31,5455
9274,33,6135
9275,85,37855
9276,54,15690
9277,34,6490
9278,71,26655
9279,53,15135
9280,86,38730
9281,89,41415
9282,53,15135
9283,57,17415
9284,6,330
9285,33,6135
9286,25,3655
9287,39,8415
9288,92,44190
9289,73,28135
9290,9,615
9291,67,23815
9292,60,19230
9293,86,38730
9294,8,510
9295,60,19230
9296,76,30430
9297,34,6490
9298,39,8415
9299,47,12015
9300,46,11530
9301,99,51015
9302,81,34455
9303,93,45135
9304,74,28890
9305,38,8010
9306,92,44190
9307,19,2215
9308,13,1135
9309,49,13015
9310,40,8830
9311,57,17415
9312,28,4510
9313,1,55
9314,6,330
9315,79,32815
9316,60,19230
9317,32,5790
9318,57,17415
9319,29,4815
9320,49,13015
9321,51,14055
9322,35,6855
9323,23,3135
9324,15,1455
9325,25,3655
9326,38,8010
9327,44,10590
9328,25,3655
9329,53,15135
9330,30,5130
9331,46,11530
9332,4,190
9333,36,7230
9334,54,15690
9335,63,21135
9336,55,16255
9337,80,33630
9338,5,255
9339,64,21790
9340,67,23815
9341,5,255
9342,22,2890
9343,46,11530
9344,18,2010
9345,48,12510
9346,64,21790
9347,24,3390
9348,13,1135
9349,6,330
9350,6,330
9351,69,25215
9352,45,11055
9353,65,22455
9354,71,26655
9355,42,9690
9356,82,35290
9357,95,47055
9358,79,32815
9359,97,49015
9360,33,6135
9361,1,55
9362,45,11055
9363,54,15690
9364,95,47055
9365,100,52030
9366,85,37855
9367,24,3390
9368,58,18010
9369,36,7230
9370,16,1630
9371,7,415
9372,40,8830
9373,53,15135
9374,21,2655
9375,66,23130
9376,20,2430
9377,7,415
9378,73,28135
9379,61,19855
9380,8,510
9381,96,48030
9382,22,2890
9383,35,6855
9384,25,3655
9385,86,38730
9386,35,6855
9387,44,10590
9388,8,510
9389,5,255
9390,90,42330
9391,93,45135
9392,55,16255
9393,26,3930
9394,83,36135
9395,25,3655
9396,52,14590
9397,9,615
9398,38,8010
9399,16,1630
9400,62,20490
9401,89,41415
9402,62,20490
9403,77,31215
9404,63,21135
9405,98,50010
9406,55,16255
9407,77,31215
9408,13,1135
9409,15,1455
9410,45,11055
9411,3,135
9412,85,37855
9413,11,855
9414,61,19855
9415,26,3930
9416,95,47055
9417,9,615
9418,89,41415
9419,18,2010
9420,65,22455
9421,37,7615
9422,77,31215
9423,57,17415
9424,40,8830
9425,4,190
9426,30,5130
9427,39,8415
9428,8,510
9429,77,31215
9430,11,855
9431,95,47055
9432,4,190
9433,23,3135
9434,36,7230
9435,36,7230
9436,8,510
9437,42,9690
9438,93,45135
9439,8,510
9440,4,190
9441,57,17415
9442,10,730
9443,17,1815
9444,67,23815
9445,31,5455
9446,76,30430
9447,16,1630
9448,99,51015
9449,34,6490
9450,55,16255
9451,13,1135
9452,59,18615
9453,20,2430
9454,92,44190
9455,25,3655
9456,91,43255
9457,62,20490
9458,61,19855
9459,71,26655
9460,46,11530
9461,38,8010
9462,67,23815
9463,71,26655
9464,44,10590
9465,32,5790
9466,14,1290
9467,27,4215
9468,84,36990
9469,87,39615
9470,53,15135
9471,14,1290
9472,95,47055
9473,83,36135
9474,27,4215
9475,26,3930
9476,7,415
9477,94,46090
9478,10,730
9479,78,32010
9480,33,6135
9481,69,25215
9482,67,23815
9483,99,51015
9484,11,855
9485,40,8830
9486,12,990
9487,34,6490
9488,59,18615
9489,46,11530
9490,55,16255
9491,79,32815
9492,84,36990
9493,12,990
9494,40,8830
9495,21,2655
9496,45,11055
9497,21,2655
9498,99,51015
9499,98,50010
9500,79,32815
9501,44,10590
9502,37,7615
9503,65,22455
9504,77,31215
9505,18,2010
9506,60,19230
9507,56,16830
9508,24,3390
9509,24,3390
9510,95,47055
9511,70,25930
9512,90,42330
9513,51,14055
9514,37,7615
9515,83,36135
9516,29,4815
9517,34,6490
9518,21,2655
9519,51,14055
9520,64,21790
9521,43,10135
9522,24,3390
9523,9,615
9524,10,730
9525,25,3655
9526,52,14590
9527,5,255
9528,19,2215
9529,14,1290
9530,62,20490
9531,2,90
9532,69,25215
9533,94,46090
9534,73,28135
9535,64,21790
9536,11,855
9537,67,23815
9538,87,39615
9539,37,7615
9540,91,43255
9541,86,38730
9542,8,510
9543,32,5790
9544,41,9255
9545,61,19855
9546,4,190
9547,47,12015
9548,48,12510
9549,23,3135
9550,40,8830
9551,33,6135
9552,81,34455
9553,43,10135
9554,28,4510
9555,81,34455
9556,45,11055
9557,61,19855
9558,61,19855
9559,13,1135
9560,53,15135
9561,8,510
9562,80,33630
9563,29,4815
9564,48,12510
9565,2,90
9566,87,39615
9567,66,23130
9568,13,1135
9569,72,27390
9570,47,12015
9571,93,45135
9572,39,8415
9573,55,16255
9574,8,510
9575,18,2010
9576,95,47055
9577,65,22455
9578,1,55
9579,49,13015
9580,46,11530
9581,35,6855
9582,25,3655
9583,27,4215
9584,82,35290
9585,88,40510
9586,6,330
9587,16,1630
9588,84,36990
9589,66,23130
9590,72,27390
9591,19,2215
9592,45,11055
9593,52,14590
9594,67,23815
9595,76,30430
9596,100,52030
9597,89,41415
9598,57,17415
9599,92,44190
9600,41,9255
9601,44,10590
9602,6,330
9603,66,23130
9604,89,41415
9605,35,6855
9606,25,3655
9607,58,18010
9608,8,510
9609,87,39615
9610,29,4815
9611,33,6135
9612,17,1815
9613,19,2215
9614,17,1815
9615,50,13530
9616,70,25930
9617,90,42330
9618,80,33630
9619,77,31215
9620,0,30
9621,6,330
9622,17,1815
9623,9,615
9624,76,30430
9625,71,26655
9626,4,190
9627,32,5790
9628,85,37855
9629,15,1455
9630,33,6135
9631,0,30
9632,23,3135
9633,61,19855
9634,8,510
9635,44,10590
9636,84,36990
9637,75,29655
9638,4,190
9639,53,15135
9640,87,39615
9641,77,31215
9642,7,415
9643,83,36135
9644,97,49015
9645,82,35290
9646,52,14590
9647,30,5130
9648,10,730
9649,54,15690
9650,86,38730
9651,44,10590
9652,75,29655
9653,100,52030
9654,20,2430
9655,27,4215
9656,25,3655
9657,75,29655
9658,22,2890
9659,4,190
9660,90,42330
9661,67,23815
9662,3,135
9663,3,135
9664,32,5790
9665,56,16830
9666,9,615
9667,45,11055
9668,76,30430
9669,84,36990
9670,27,4215
9671,97,49015
9672,82,35290
9673,77,31215
9674,61,19855
9675,97,49015
9676,39,8415
9677,67,23815
9678,10,730
9679,1,55
9680,21,2655
9681,31,5455
9682,41,9255
9683,12,990
9684,26,3930
9685,7,415
9686,24,3390
9687,4,190
9688,92,44190
9689,26,3930
9690,62,20490
9691,96,48030
9692,81,34455
9693,65,22455
9694,34,6490
9695,31,5455
9696,90,42330
9697,0,30
9698,10,730
9699,94,46090
9700,33,6135
9701,14,1290
9702,29,4815
9703,73,28135
9704,28,4510
9705,82,35290
9706,80,33630
9707,73,28135
9708,51,14055
9709,78,32010
9710,71,26655
9711,80,33630
9712,14,1290
9713,100,52030
9714,22,2890
9715,29,4815
9716,32,5790
9717,62,20490
9718,96,48030
9719,100,52030
9720,7,415
9721,74,28890
9722,23,3135
9723,84,36990
9724,39,8415
9725,21,2655
9726,20,2430
9727,98,50010
